target,capacity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
GA_0.7,10353,2534.771240234375,0.5799999833106995,998.0,989.0,537.7000122070312,23.0,39.0,308.8978576660156,603,617,554,185,274,463,548,916,449,549,780,876,941,59,781,970,477,249,668,998,852,260,146,966,655,154,151,145,520,288,834,371,61,993,23,182,713,626,144,853,581,377,173,502,424,229,549,751,207,612,839,977,271,756,394,876,362,178,82,143,485,644,393,958,955,611,56,126,417,934,854,767,110,208,690,644,434,123,680,956,470,967,953,811,39,128,382,53,691,720,972,827,946,215,989,947,912,617,121,788
GA_0.7,2557,4938.81787109375,0.8399999737739563,998.0,977.0,525.5,23.0,9.0,294.94085693359375,153,617,554,265,274,102,548,666,794,368,277,876,853,59,781,970,638,472,668,998,852,260,470,531,655,154,151,145,980,288,834,371,61,993,23,182,713,313,144,284,581,525,173,502,424,229,296,751,992,612,889,977,866,889,394,880,362,453,82,143,9,644,528,192,955,611,56,126,417,934,854,767,110,487,690,644,434,894,680,956,470,373,501,811,167,128,382,565,691,720,684,827,946,215,744,947,822,303,121,788
GA_0.7,4881,5168.40869140625,0.6800000071525574,998.0,977.0,522.9199829101562,56.0,56.0,289.40167236328125,603,617,554,185,274,102,548,916,449,368,277,876,853,59,781,970,477,472,668,998,852,260,146,966,655,154,151,145,520,288,834,371,61,439,726,828,713,626,144,853,56,377,173,502,424,229,549,751,992,612,839,977,271,756,394,876,362,178,82,143,485,644,393,958,114,611,56,126,417,934,854,767,414,487,690,644,434,123,680,478,339,373,953,811,167,128,382,565,691,720,972,827,946,215,744,947,912,303,121,545
GA_0.7,7896,5357.12158203125,0.5699999928474426,998.0,989.0,548.530029296875,18.0,39.0,312.4915466308594,890,617,193,729,274,463,252,916,794,368,277,876,853,836,781,970,477,249,668,998,852,260,924,966,136,154,151,145,980,288,737,371,61,993,23,828,819,626,18,853,56,377,201,172,424,229,549,751,207,267,839,977,271,756,394,876,233,178,82,143,485,644,865,958,955,611,56,491,417,934,687,796,414,208,690,890,434,123,680,781,339,967,953,811,39,702,951,53,691,720,438,827,529,215,989,425,912,617,120,788
GA_0.7,9415,552.6000366210938,1.1399999856948853,998.0,989.0,524.0399780273438,18.0,11.0,296.04205322265625,893,709,292,729,369,995,252,916,449,549,780,168,853,642,715,963,477,249,449,998,923,756,146,733,136,947,151,145,366,945,737,371,611,534,23,323,819,626,18,284,56,377,201,502,811,410,489,601,207,815,839,171,271,756,901,876,233,178,827,963,485,776,393,338,332,265,602,491,417,361,318,796,572,208,126,890,573,123,896,781,339,763,953,19,39,702,951,53,586,720,972,11,529,231,989,425,329,617,120,788
GA_0.7,12683,6676.498046875,0.6399999856948853,998.0,989.0,529.9600219726562,23.0,39.0,310.2951965332031,603,617,554,185,274,463,548,666,794,549,277,876,941,59,781,970,477,249,668,998,852,260,146,966,655,154,151,145,520,288,834,371,61,993,23,182,713,626,144,853,581,377,173,172,424,229,296,751,992,612,839,977,271,756,394,880,362,178,82,143,485,644,393,958,955,611,56,126,417,934,854,767,110,208,690,644,434,123,680,956,470,373,975,811,39,128,382,53,691,720,972,827,946,215,989,947,912,617,121,788
GA_0.7,13555,7281.63671875,0.8999999761581421,998.0,989.0,505.4100036621094,18.0,11.0,294.86602783203125,893,709,554,729,369,995,548,666,449,549,277,168,853,642,781,970,477,249,668,998,852,756,146,531,655,154,151,145,366,945,834,371,611,993,23,323,713,313,18,284,56,377,201,502,424,229,549,601,207,815,839,977,271,889,394,876,233,178,82,143,485,776,393,338,114,265,602,389,417,361,318,796,414,208,126,890,573,123,680,478,339,373,953,811,39,702,951,53,586,720,972,11,946,231,989,425,912,303,120,788
GA_0.7,21221,7715.0751953125,0.9399999976158142,998.0,967.0,520.3400268554688,8.0,11.0,308.5381164550781,893,997,554,185,369,995,548,493,794,811,277,168,853,642,781,8,477,249,668,998,852,260,146,531,655,154,151,145,366,945,834,371,611,993,23,828,713,626,18,284,56,377,201,502,811,410,549,902,207,815,839,171,271,756,394,876,233,178,82,208,943,776,865,338,955,265,602,389,417,934,687,796,414,208,126,890,573,123,680,781,339,967,953,438,39,450,951,53,204,720,438,11,946,231,880,425,912,303,120,788
GA_0.7,20515,7040.27783203125,0.5099999904632568,998.0,977.0,524.5999755859375,18.0,39.0,300.27044677734375,153,617,193,729,274,463,252,666,794,368,277,876,853,59,781,970,638,249,668,998,852,260,470,966,655,154,151,145,980,288,834,371,61,993,23,828,819,313,18,284,56,377,201,502,424,229,549,751,207,612,889,977,866,889,394,876,233,453,82,143,485,644,865,958,955,611,56,126,417,934,854,796,414,208,690,890,434,123,680,781,470,967,501,811,39,128,382,565,691,720,438,827,529,215,744,425,822,303,121,788
GA_0.7,2627,7484.8564453125,0.7699999809265137,998.0,967.0,554.8900146484375,8.0,11.0,300.9282531738281,890,997,193,729,369,463,252,916,794,368,277,876,853,836,715,8,477,249,449,998,852,260,924,966,136,154,151,145,520,945,737,371,611,993,23,828,819,626,18,853,56,377,201,502,811,229,549,751,207,267,839,171,271,756,901,662,233,178,827,143,485,644,865,958,955,611,602,491,417,934,687,796,414,377,257,890,573,575,680,781,339,967,953,811,39,450,951,53,691,720,438,11,529,231,880,425,912,617,120,788
GA_0.7,5329,8330.8056640625,0.7199999690055847,998.0,989.0,535.8300170898438,8.0,11.0,308.8896789550781,890,997,193,185,274,463,252,916,794,368,277,876,853,836,715,8,477,249,449,998,852,260,924,966,136,154,151,145,980,288,737,371,61,993,23,828,819,626,18,284,56,377,41,502,424,410,549,751,207,267,839,171,271,756,901,876,233,453,827,208,485,644,865,889,955,611,602,491,417,934,687,796,414,377,690,890,573,575,680,781,339,967,975,438,39,450,951,53,204,720,438,11,529,215,989,425,912,859,120,788
GA_0.7,9499,8429.56640625,0.699999988079071,998.0,972.0,485.54998779296875,8.0,11.0,294.1689147949219,893,617,554,185,369,102,548,493,449,368,277,168,853,59,781,8,477,249,668,998,852,260,146,531,655,154,151,145,366,945,834,371,61,993,23,828,713,626,144,284,56,377,173,502,424,229,549,902,207,815,839,171,271,756,394,876,233,178,82,208,485,644,393,958,955,265,602,389,417,934,854,796,414,208,690,890,434,123,680,478,339,373,953,438,167,450,951,565,204,720,972,11,946,231,880,425,912,303,121,545
GA_0.7,13347,8373.2548828125,0.5199999809265137,998.0,989.0,551.4199829101562,18.0,39.0,313.41937255859375,153,997,193,185,369,463,252,493,794,811,277,876,853,836,715,970,477,249,449,998,852,260,924,966,136,154,151,145,980,945,737,371,611,926,23,828,819,626,18,284,56,377,41,172,811,229,549,902,207,267,839,171,271,756,901,662,233,178,82,143,943,644,865,958,955,611,602,491,417,934,687,796,414,208,257,890,434,575,569,781,339,967,975,811,39,450,951,53,691,720,438,827,529,215,989,425,912,859,120,788
GA_0.7,14184,8194.2763671875,0.8700000047683716,998.0,977.0,508.3500061035156,8.0,11.0,307.6492919921875,153,997,193,729,274,463,252,493,794,368,277,876,853,642,781,8,638,249,668,998,852,260,146,966,655,154,151,145,366,945,834,371,61,993,23,828,819,626,18,284,56,377,201,502,811,410,549,902,207,612,839,977,271,889,394,876,233,178,82,208,485,644,865,338,955,265,56,126,417,934,687,796,414,208,126,890,573,123,680,781,470,967,501,438,39,450,951,565,691,720,438,11,946,215,744,425,912,303,121,788
GA_0.7,17123,8475.8857421875,0.5099999904632568,998.0,977.0,512.9199829101562,18.0,39.0,281.91583251953125,603,617,554,185,274,102,548,666,794,368,277,876,853,59,781,970,477,472,668,998,852,260,470,966,655,154,151,145,520,288,834,371,61,439,23,828,819,626,18,853,56,377,201,502,424,229,549,751,207,612,889,977,866,756,394,876,362,453,82,143,485,644,865,958,955,611,56,126,417,934,854,796,414,208,690,644,434,123,680,478,470,373,501,811,39,128,382,565,691,720,438,827,529,215,744,425,912,303,121,545
GA_0.7,11037,173.37042236328125,2.6500000953674316,994.0,947.0,494.989990234375,22.0,5.0,280.1945495605469,603,617,554,265,274,102,548,666,335,368,277,876,533,59,994,970,638,472,668,22,498,552,924,531,655,25,810,835,980,288,598,167,61,439,726,182,713,313,144,853,581,525,500,172,424,229,296,751,992,612,889,267,866,889,394,880,362,405,82,143,9,644,528,192,114,543,56,389,171,307,854,767,110,487,798,644,434,894,680,478,470,373,501,811,167,128,382,565,450,5,684,827,946,215,744,947,822,303,121,545
GA_0.7,15431,8.369824409484863,0.60999995470047,998.0,981.0,481.239990234375,25.0,61.0,289.6651916503906,603,975,616,185,369,113,534,716,46,272,202,37,533,836,462,552,477,449,513,998,92,260,569,966,136,25,480,255,321,945,865,303,25,137,473,828,924,766,428,957,581,216,500,573,566,376,568,902,83,267,632,267,152,773,394,527,677,954,82,382,135,259,61,192,955,271,586,491,417,261,687,78,110,243,247,890,437,81,667,781,330,373,975,671,167,130,382,850,807,981,212,665,942,231,220,699,822,859,696,548
GA_0.7,23183,34.740234375,0.5399999618530273,998.0,975.0,524.75,8.0,39.0,289.35296630859375,153,997,616,126,369,463,252,716,794,272,780,827,211,836,462,8,875,249,513,998,852,260,470,31,136,286,151,255,520,247,865,371,659,993,23,799,676,626,428,284,550,377,687,573,811,376,549,293,207,267,839,171,152,842,901,662,677,453,827,208,135,776,865,149,955,265,586,655,417,934,454,796,398,243,257,349,437,81,667,927,339,967,975,671,39,130,809,53,204,720,438,665,529,936,880,699,912,859,645,788
GA_0.7,17200,70.97988891601562,0.5299999713897705,998.0,980.0,585.989990234375,8.0,39.0,308.1423034667969,890,997,554,185,274,463,548,666,794,811,277,876,941,836,781,8,477,249,273,998,852,260,470,966,655,154,151,145,520,945,834,371,61,993,23,828,713,313,18,853,581,377,173,172,424,410,549,751,992,612,839,977,271,756,394,662,233,453,82,143,943,776,887,958,955,611,56,126,417,934,854,796,414,487,690,890,573,894,680,956,339,967,975,811,39,128,951,565,691,720,684,827,946,215,744,425,912,980,121,788
GA_0.7,19444,16.650001525878906,0.4599999785423279,998.0,975.0,559.7100219726562,8.0,39.0,303.618408203125,153,997,193,185,369,463,548,493,794,811,277,168,853,836,781,8,477,249,273,998,852,260,470,966,655,154,151,145,520,945,834,371,611,993,23,828,713,313,18,284,56,377,173,502,811,410,549,902,992,612,839,171,271,756,394,662,233,453,82,208,943,776,865,958,955,611,602,126,417,934,687,796,414,487,690,890,573,894,680,781,339,967,975,811,39,450,951,53,691,720,438,827,946,215,880,425,912,859,121,788
GA_0.7,14583,104.49024200439453,0.8700000047683716,998.0,951.0,503.54998779296875,18.0,9.0,280.48895263671875,153,997,554,265,274,463,548,493,794,368,277,876,853,59,781,970,477,249,273,998,852,260,470,531,655,25,151,145,520,288,834,371,61,439,726,828,713,313,18,284,56,377,173,502,424,229,296,751,992,612,889,267,866,756,394,662,362,405,82,143,9,644,528,192,114,611,56,389,417,307,854,796,414,487,690,890,434,894,680,781,339,373,501,811,167,450,951,565,450,720,684,827,946,215,744,947,822,303,121,788
GA_0.7,19783,549.44921875,2.259999990463257,995.0,989.0,506.010009765625,85.0,9.0,299.88043212890625,893,709,292,729,121,995,106,916,449,549,272,379,664,642,94,963,343,144,756,196,923,756,146,733,133,947,523,930,366,149,974,925,349,534,708,323,819,332,257,768,342,85,201,126,796,222,489,601,937,815,675,101,242,524,124,876,775,178,434,963,485,109,393,338,332,553,205,941,516,361,318,647,572,208,126,730,941,123,896,301,9,763,953,19,32,702,830,539,586,463,972,183,579,280,989,497,329,617,818,33
GA_0.7,6612,144.27001953125,0.5299999713897705,975.0,981.0,479.07000732421875,6.0,61.0,270.68780517578125,840,975,616,126,757,113,534,716,46,272,202,827,211,871,462,552,875,225,513,41,92,6,569,31,574,286,480,255,321,247,865,303,659,137,473,799,924,766,428,957,550,216,687,573,566,376,568,293,83,804,632,541,152,842,690,527,677,631,160,382,135,287,61,149,592,271,586,655,370,261,454,454,398,243,247,349,437,81,667,927,330,650,435,671,62,130,809,850,807,981,483,665,942,936,220,699,199,325,645,548
GA_0.7,13299,26.639942169189453,0.75,1000.0,966.0,448.6600036621094,6.0,36.0,294.19952392578125,840,996,616,126,57,113,534,123,46,272,168,1000,211,226,142,462,641,21,70,41,126,6,373,206,602,833,852,255,321,247,161,303,659,869,751,799,924,335,148,957,550,216,687,833,252,201,61,293,83,875,24,352,382,675,183,426,244,631,160,888,780,816,878,149,640,317,792,655,370,261,454,474,398,36,247,725,318,562,667,361,330,373,966,671,379,130,724,55,807,316,483,280,942,936,102,699,199,630,761,735
GA_0.7,11515,129.57012939453125,0.6499999761581421,996.0,966.0,508.510009765625,21.0,55.0,275.11676025390625,485,996,38,670,757,895,517,123,37,315,168,827,880,226,142,462,641,21,513,811,126,648,569,206,602,833,852,693,929,713,161,809,769,869,751,831,714,335,148,188,298,430,302,833,252,201,61,402,593,875,24,352,382,675,183,527,677,448,811,888,780,816,878,717,640,317,792,68,326,509,460,474,70,243,164,725,437,562,712,361,606,373,966,770,379,775,724,55,499,316,483,280,942,420,102,556,131,630,761,548
GA_0.7,21487,511.1896667480469,2.049999952316284,974.0,989.0,507.489990234375,38.0,9.0,286.7755126953125,485,709,38,729,757,895,106,916,449,549,272,827,664,642,142,963,641,144,756,811,126,756,146,206,602,833,852,693,366,149,974,809,349,534,708,323,819,335,148,768,342,85,201,833,796,222,489,402,937,815,24,352,242,524,183,876,775,448,434,888,485,816,393,338,640,553,205,68,326,361,318,474,572,243,126,730,941,123,896,361,9,373,966,770,379,775,724,55,499,316,972,183,579,280,989,497,131,630,761,33
GA_0.7,4128,600.1674194335938,1.309999942779541,996.0,942.0,440.1400146484375,6.0,5.0,285.9956359863281,485,996,38,670,757,113,517,123,37,315,202,827,880,226,142,552,875,21,70,811,92,6,569,206,574,833,852,693,321,247,161,303,769,137,473,799,714,766,148,188,298,216,687,833,252,201,61,293,83,875,24,352,382,842,690,426,244,448,811,888,135,287,61,149,640,317,792,68,370,509,454,454,70,243,247,349,437,81,712,361,606,650,435,770,379,775,809,850,499,316,5,280,942,936,220,556,131,325,645,735
GA_0.7,10954,261.37322998046875,0.7699999809265137,996.0,966.0,468.1700134277344,6.0,55.0,291.75653076171875,840,996,38,126,57,113,534,123,46,315,168,827,211,226,142,462,641,21,70,811,126,6,569,206,602,833,852,693,929,713,161,303,769,869,751,831,924,335,148,957,550,430,687,833,252,201,61,402,83,875,24,352,382,675,183,527,677,448,160,888,780,816,878,149,640,317,792,68,370,261,454,474,70,243,247,725,437,562,667,361,606,373,966,671,379,775,724,55,499,316,483,280,942,420,102,556,199,630,761,735
GA_0.7,13522,176.39700317382812,1.46999990940094,1000.0,989.0,506.04998779296875,21.0,5.0,293.208740234375,485,709,292,729,121,995,106,916,37,315,272,1000,664,642,94,963,343,21,70,196,923,756,373,733,602,833,523,693,929,713,161,809,349,869,708,323,819,335,148,188,298,430,201,833,252,201,489,601,937,815,675,352,242,675,183,426,244,448,811,963,485,109,878,717,332,553,205,941,326,361,460,647,572,36,164,725,941,123,896,301,9,373,953,770,379,702,830,55,586,316,5,280,579,420,989,497,131,630,761,735
GA_0.7,15724,196.28466796875,1.2699999809265137,1000.0,942.0,506.2200012207031,6.0,5.0,284.5867004394531,485,975,38,126,757,895,517,716,37,315,168,1000,880,871,142,462,641,225,70,811,92,6,373,31,574,833,480,693,929,713,161,809,769,869,751,799,714,335,148,957,298,216,302,833,566,201,568,293,593,875,632,352,152,675,183,426,677,448,811,888,780,816,878,149,640,271,792,655,370,509,460,474,70,243,164,725,318,562,667,361,606,373,435,770,62,775,724,55,499,316,5,665,942,420,102,556,131,630,761,735
GA_0.7,17937,160.9762725830078,0.75,1000.0,966.0,486.04998779296875,21.0,55.0,287.85467529296875,840,996,38,670,57,113,534,123,37,315,168,1000,211,226,142,462,641,21,70,811,126,648,569,206,602,833,852,693,929,713,161,303,769,869,751,831,924,335,148,957,298,430,302,833,252,201,61,402,593,875,24,352,382,675,183,426,677,448,160,888,780,816,878,717,640,317,792,68,326,509,454,474,70,243,164,725,437,562,712,361,606,373,966,671,379,775,724,55,499,316,483,280,942,420,102,556,131,630,761,735
GA_0.7,4474,681.931396484375,2.5199999809265137,995.0,989.0,519.8400268554688,70.0,5.0,288.1156005859375,893,709,292,729,121,995,106,916,449,549,272,379,664,642,94,963,343,144,70,196,923,756,373,733,602,947,523,930,366,713,974,925,349,534,708,323,819,335,148,768,342,430,201,833,252,201,489,601,937,815,675,352,242,675,183,426,775,178,434,963,485,109,878,717,332,553,205,941,326,361,318,647,572,208,126,730,941,123,896,301,9,763,953,770,379,702,830,55,586,463,5,183,579,420,989,497,329,630,761,33
GA_0.7,8704,1612.1680908203125,0.7199999690055847,1000.0,966.0,465.5199890136719,6.0,55.0,289.1199645996094,840,996,38,670,57,895,534,123,46,315,168,1000,211,226,142,462,641,21,70,811,126,6,373,206,602,833,852,693,929,713,161,303,769,869,751,831,924,335,148,188,298,430,302,833,252,201,61,402,83,875,24,352,382,675,183,527,244,448,160,888,780,816,878,717,640,317,792,68,326,261,454,474,70,243,247,725,437,562,712,361,606,373,966,671,379,775,724,55,499,316,483,280,712,420,102,556,131,630,761,735
GA_0.7,15058,71.82012176513672,1.2400000095367432,997.0,967.0,469.7200012207031,8.0,11.0,321.24835205078125,153,997,193,185,121,995,106,916,794,811,272,168,853,836,94,8,477,249,756,196,852,260,146,966,133,154,151,145,520,945,737,925,349,993,23,828,676,626,18,768,56,85,201,126,811,222,489,902,207,815,839,101,242,524,124,876,775,178,434,208,485,109,393,958,332,265,602,491,516,934,687,647,414,208,126,890,573,123,896,301,339,967,953,19,32,450,830,539,586,720,438,11,579,231,880,497,329,859,120,33
GA_0.7,11106,2374.380615234375,1.8299999237060547,995.0,972.0,486.95001220703125,6.0,9.0,291.9632873535156,893,709,292,729,121,995,106,123,46,315,272,827,664,642,142,963,343,21,756,811,126,6,569,733,602,947,523,693,366,713,974,303,349,534,708,831,819,335,148,957,342,85,201,126,252,201,489,601,83,875,675,352,242,675,183,876,677,448,434,888,485,816,393,149,640,317,205,941,370,361,318,647,572,208,126,725,437,123,667,361,9,763,966,671,379,775,830,55,586,316,972,183,942,280,102,497,329,617,818,33
GA_0.7,13410,3214.897705078125,1.8199999332427979,995.0,989.0,484.3299865722656,6.0,9.0,286.6311340332031,840,709,38,729,121,995,534,123,449,315,272,827,211,642,94,462,343,144,70,196,126,6,569,733,602,947,523,693,366,713,974,303,349,534,708,831,924,332,257,768,342,85,201,126,796,222,489,402,937,875,675,101,382,524,183,527,677,178,434,888,485,109,393,338,332,317,792,941,370,261,318,647,70,243,126,730,941,562,667,301,9,763,953,671,32,775,830,55,499,463,972,183,579,420,989,556,199,630,761,735
GA_0.7,15835,4219.87890625,1.3899999856948853,1000.0,966.0,525.27001953125,21.0,5.0,289.0867004394531,893,709,292,670,121,895,517,123,449,315,168,1000,664,226,142,462,641,21,756,196,923,756,146,733,602,833,523,930,929,149,974,809,769,869,708,831,819,335,148,768,298,430,201,833,796,201,61,601,593,815,675,352,242,524,183,876,244,178,811,963,485,109,878,338,640,317,792,941,516,509,318,647,70,208,126,725,941,123,712,361,606,373,966,770,32,775,830,539,499,316,5,183,712,420,102,497,329,630,761,735
GA_0.7,2193,3503.05078125,2.049999952316284,995.0,989.0,518.2100219726562,38.0,9.0,291.2486267089844,485,709,38,729,757,995,106,916,449,549,272,827,664,642,94,963,641,144,756,196,126,756,373,206,602,947,852,930,366,713,974,809,349,534,708,323,819,335,148,768,342,85,201,833,796,222,489,402,937,815,24,352,242,675,183,426,775,448,434,888,485,816,878,338,332,553,205,68,326,361,318,647,572,208,126,730,941,123,896,301,9,763,966,770,379,775,724,55,499,463,972,183,579,280,989,497,131,630,761,33
GA_0.7,4690,4186.54052734375,1.7400000095367432,995.0,989.0,502.239990234375,6.0,9.0,290.7453918457031,893,709,292,729,121,995,106,916,449,315,272,827,664,642,142,963,343,144,756,196,126,6,146,733,133,947,523,930,366,713,974,303,349,534,708,323,819,335,148,768,342,85,201,126,252,222,489,601,937,815,675,352,242,524,183,876,775,448,434,888,485,816,393,149,640,553,205,941,516,361,318,647,572,208,126,730,941,123,667,361,9,763,966,671,379,775,830,55,586,316,972,183,579,280,989,497,329,617,818,33
GA_0.7,8983,6295.6357421875,1.7999999523162842,995.0,989.0,514.5499877929688,38.0,9.0,280.90911865234375,485,709,38,729,757,995,106,916,449,549,272,379,664,642,142,963,641,144,756,196,923,756,146,733,602,947,523,693,366,149,974,809,349,534,708,323,819,335,148,768,342,85,201,126,796,222,489,601,937,815,675,352,242,524,183,876,775,178,434,888,485,816,393,338,332,553,205,68,516,361,318,647,572,243,126,730,941,123,896,301,9,373,953,770,379,775,724,539,586,463,972,183,579,280,989,497,131,617,761,33
