i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
47,55,50,57,51,43,56,49,48,47,54,44,43,59,49,56,45,59,51,47,50,44,56,58,45,54,49,50,47,50,52,53,51,56,50,50,51,49,54,40,54,42,57,47,53,53,54,60,49,40,41,59,49,42,43,52,50,50,54,43,50,56,59,48,48,47,55,60,43,49,48,45,46,45,60,50,56,52,55,60,60,49,44,49,52,50,60,55,40,41,49,51,43,58,58,52,47,57,49,58,50,40,45,46,41,46,43,47,44,53,60,60,49,54,60,60,52,48,50,47,BF,0.336444444,0.03693114,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
50,55,55,48,51,58,60,58,48,58,58,50,41,60,42,60,45,55,55,57,52,55,53,54,47,49,42,40,41,50,47,60,55,47,48,60,49,55,53,44,49,57,41,58,48,55,44,54,50,40,59,58,48,55,41,42,49,55,48,41,47,57,53,55,40,52,53,47,43,53,44,50,51,47,46,53,50,49,58,58,46,45,43,53,52,48,45,54,60,60,55,50,60,60,49,59,55,45,47,48,45,50,60,45,51,42,45,50,51,49,53,54,51,45,50,50,60,46,50,60,BF,0.335944444,0.039457534,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
58,41,52,50,41,57,43,47,60,54,54,42,52,55,50,56,51,56,51,43,43,49,58,58,50,56,58,59,51,40,50,54,55,55,46,57,52,54,50,44,46,49,48,58,53,50,46,60,50,54,54,41,46,42,54,50,58,54,56,56,52,42,42,52,54,40,50,57,57,48,49,60,54,54,49,42,54,52,47,48,55,41,50,53,42,45,47,56,42,48,43,48,54,47,52,52,48,44,48,40,54,47,46,60,55,44,46,55,54,49,48,41,43,54,58,58,48,42,51,57,BF,0.336222222,0.038600478,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
59,49,46,59,49,54,52,58,49,48,52,57,60,40,49,49,47,42,52,53,57,45,52,40,49,49,44,55,52,53,53,52,51,51,55,58,49,43,53,56,57,52,50,52,54,41,52,44,53,45,52,54,44,55,41,41,59,48,46,50,56,53,47,50,45,52,45,55,58,47,46,45,52,52,60,43,60,59,49,44,51,54,56,54,55,52,54,57,55,50,45,49,54,45,57,49,43,55,45,47,52,40,52,43,52,52,48,52,44,42,50,52,46,54,47,60,60,60,60,46,BF,0.334833333,0.036242389,0.326666667,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
51,51,48,45,59,51,54,55,55,45,58,46,50,54,51,47,40,45,53,50,42,58,45,52,53,53,45,54,43,53,51,53,49,47,55,52,43,56,52,54,58,42,46,54,48,55,51,56,58,41,51,51,54,45,41,57,43,40,53,50,59,54,54,51,41,55,42,52,49,60,49,49,55,53,54,50,42,46,41,45,58,52,44,53,51,54,52,47,45,45,55,55,55,51,43,58,40,57,59,53,41,56,45,59,50,53,46,47,41,58,56,57,45,54,53,48,47,43,46,57,BF,0.335444444,0.035822817,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
57,44,55,49,48,51,47,58,41,55,51,47,60,54,43,56,55,51,54,48,51,57,44,58,59,44,49,48,42,60,51,51,59,41,48,49,49,58,44,56,40,50,49,47,58,54,51,50,52,50,59,54,52,52,55,44,43,57,53,51,43,42,51,48,48,44,60,52,50,41,48,53,52,46,50,50,54,50,52,54,49,55,53,41,42,50,58,54,42,52,50,55,56,52,45,44,40,42,48,54,57,49,50,44,58,55,47,48,47,48,52,44,45,54,44,47,53,42,50,48,BF,0.338166667,0.040362156,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0
53,56,60,42,45,58,59,56,41,49,49,59,48,56,46,58,50,56,50,53,57,59,48,56,58,43,46,57,49,45,52,47,42,40,49,44,47,51,57,53,52,48,48,60,42,54,48,42,53,50,47,48,59,56,43,40,54,59,50,58,41,40,48,54,48,50,44,58,53,53,60,48,42,48,51,42,44,57,59,48,52,56,42,59,46,54,42,49,49,45,54,60,43,49,47,50,47,43,57,60,46,52,44,47,51,46,54,53,41,52,51,53,45,60,50,60,46,42,50,58,BF,0.3395,0.037674338,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
56,45,59,58,59,50,49,58,52,42,40,55,53,52,52,50,59,53,41,48,59,59,41,46,49,46,50,54,40,58,58,52,46,50,58,58,46,42,50,53,56,55,42,52,52,50,48,48,60,51,54,56,48,48,46,51,51,59,60,53,49,43,54,56,55,56,42,52,48,53,45,59,47,48,59,48,57,58,41,46,46,50,47,53,58,52,40,43,52,44,46,54,52,48,45,48,52,52,60,60,47,57,60,59,53,49,40,49,45,46,60,48,55,53,42,46,50,41,46,54,BF,0.338611111,0.038660058,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0
55,51,57,50,44,51,53,59,50,41,43,51,50,46,55,49,52,49,43,60,55,55,50,55,45,48,60,58,50,42,41,42,58,60,60,40,42,48,52,58,45,40,60,58,45,52,48,55,40,54,47,55,54,56,55,47,48,59,44,59,49,41,50,42,51,47,40,49,46,45,59,53,55,57,52,53,41,52,53,54,60,42,60,54,47,55,45,49,51,54,44,49,56,50,52,44,53,50,50,50,49,55,52,43,56,54,54,60,42,60,51,42,45,48,46,51,47,45,45,60,BF,0.333333333,0.03462484,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,59,53,52,40,57,52,50,56,59,59,57,57,54,49,57,44,47,41,45,53,55,53,56,42,52,53,57,43,57,40,40,42,52,53,56,50,53,51,59,41,56,40,51,43,45,52,57,45,57,48,43,48,59,41,47,48,55,45,59,45,53,48,56,49,45,49,42,60,57,51,50,55,60,50,54,53,51,59,43,40,54,56,40,57,48,48,49,58,57,51,45,60,47,57,57,59,45,45,43,46,56,53,41,43,46,59,54,53,45,45,42,60,51,40,45,43,43,42,56,BF,0.336666667,0.04110518,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,55,55,45,50,51,44,44,60,55,60,54,51,59,47,57,51,51,44,42,51,49,54,59,47,48,49,45,49,47,60,54,49,46,54,41,50,54,42,51,48,60,51,57,49,42,45,46,57,55,51,51,50,49,42,47,59,48,44,57,51,51,55,48,46,60,49,49,53,55,54,51,42,60,41,49,42,60,50,55,51,55,46,50,58,49,45,40,42,59,41,44,46,51,45,60,55,51,51,44,50,49,48,57,53,55,56,50,42,47,54,54,45,45,49,44,50,46,60,52,BF,0.335277778,0.037447962,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
51,56,51,53,53,55,55,47,47,42,43,46,55,47,51,49,50,49,54,60,60,50,59,41,48,47,44,51,56,55,43,56,51,53,54,55,51,50,47,52,41,41,55,60,46,46,43,46,58,60,46,54,44,50,55,55,60,48,59,44,47,40,53,44,51,52,56,56,50,42,42,53,54,48,55,56,50,49,43,46,60,55,46,54,44,47,41,55,49,50,44,54,51,52,60,60,55,50,52,55,41,57,52,41,60,43,50,50,55,55,46,51,44,47,46,45,50,45,44,56,BF,0.336111111,0.039431851,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
60,60,57,49,47,50,52,52,47,52,44,54,44,51,50,57,58,51,51,59,49,57,40,41,54,43,48,50,44,48,57,60,60,59,44,52,50,52,48,58,60,43,60,60,47,48,47,60,59,46,52,48,51,51,42,40,52,51,52,48,51,60,43,50,47,60,47,60,60,60,46,47,59,60,48,60,60,59,60,44,47,55,59,58,51,48,55,60,60,60,44,50,52,40,55,60,60,58,47,50,43,50,50,42,50,48,44,60,52,60,60,60,48,45,48,45,54,54,48,48,BF,0.335333333,0.036796054,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
60,45,53,55,53,47,51,45,55,56,52,42,44,50,49,45,60,56,49,47,50,53,44,48,58,58,52,60,45,50,45,40,53,54,52,57,47,51,41,52,42,48,44,50,48,55,47,45,60,59,50,55,55,42,47,59,56,53,60,50,55,60,47,58,51,55,41,53,49,40,55,53,42,55,50,40,53,41,54,48,48,59,53,56,52,41,43,43,57,59,44,44,49,45,42,48,55,60,49,53,49,55,41,60,53,48,48,60,49,41,60,49,49,53,54,43,45,45,47,60,BF,0.339777778,0.039943315,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
42,52,56,48,56,49,57,43,51,51,46,48,55,42,53,53,57,57,51,49,57,59,48,54,49,56,50,44,43,53,46,44,49,59,48,42,48,48,60,50,50,51,49,43,58,53,40,53,51,56,44,41,54,50,49,55,42,46,49,52,49,51,48,51,51,43,57,56,48,53,51,55,52,53,50,46,42,53,53,56,54,56,48,54,43,44,46,48,49,60,48,53,52,52,56,40,42,54,53,46,59,46,47,41,43,50,51,50,45,50,52,41,50,49,48,49,51,60,42,48,BF,0.336166667,0.037945979,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
54,51,60,60,60,60,54,55,40,53,48,60,60,55,52,53,45,57,51,52,54,51,40,43,50,49,58,59,45,42,47,49,56,42,51,54,52,53,54,49,59,43,56,53,51,59,42,58,44,43,50,50,40,55,59,51,45,41,54,55,45,45,60,57,52,42,51,53,41,51,55,59,40,49,53,56,57,50,43,51,46,44,52,53,50,49,51,41,42,50,50,57,53,43,41,56,48,57,54,47,45,48,41,48,48,60,53,55,58,49,42,49,50,43,47,53,60,60,51,60,BF,0.333222222,0.038106278,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
49,52,51,49,52,60,49,58,41,47,46,49,59,46,55,43,53,42,52,43,54,41,49,60,58,51,46,59,56,47,47,52,41,58,56,47,40,55,55,48,54,40,48,55,53,45,50,50,57,53,50,57,49,40,52,50,50,47,60,52,48,44,40,56,58,49,53,55,47,55,42,53,48,53,42,53,49,44,54,48,52,52,51,54,55,50,52,44,47,43,48,57,44,54,53,43,49,60,43,53,53,60,48,52,60,55,41,48,48,44,50,42,60,42,52,47,60,47,55,60,BF,0.333444444,0.033249006,0.333333333,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
60,60,52,58,51,58,51,49,50,60,48,54,55,52,56,41,41,60,40,60,42,50,42,56,56,53,48,56,52,53,53,56,59,49,41,44,53,42,41,56,54,41,55,55,52,52,46,56,46,58,50,52,45,56,54,51,48,47,52,46,48,50,54,41,52,42,43,49,48,60,56,49,51,51,51,51,47,42,49,59,52,57,58,42,49,49,41,40,48,50,43,52,54,58,51,48,44,47,47,50,60,53,49,45,46,60,53,49,48,45,60,60,49,49,60,41,52,58,60,60,BF,0.339666667,0.036091491,0.343333333,0.4,0.266666667,1.5,0,0.45,0.55,0
42,55,59,59,53,41,59,53,56,54,41,55,60,50,52,52,58,60,48,42,56,52,53,53,44,59,47,51,57,47,57,48,42,46,53,40,44,56,54,48,43,51,58,56,44,52,48,42,40,57,48,60,57,52,52,58,41,57,45,55,52,52,52,48,60,43,48,40,48,48,54,47,56,46,58,47,51,43,59,54,53,41,43,51,42,48,55,59,51,53,50,48,56,60,40,42,60,57,50,48,59,41,53,52,41,60,45,60,44,46,43,43,47,45,59,54,48,60,48,60,BF,0.339666667,0.041869032,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
47,56,57,51,42,47,52,58,47,60,40,55,53,49,57,58,52,40,51,47,52,57,53,54,53,53,51,45,54,45,42,42,44,51,48,47,55,60,45,45,52,58,57,51,47,50,53,44,60,52,54,55,48,49,58,40,60,60,49,54,53,51,60,43,49,42,40,44,53,55,47,55,53,53,53,49,42,55,60,41,60,57,50,43,49,50,54,46,43,56,53,51,47,54,40,50,53,47,42,43,47,50,60,46,53,46,46,48,55,56,47,51,60,55,44,43,49,44,50,51,BF,0.336055556,0.038820094,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
59,59,56,48,60,60,46,52,51,59,59,50,51,47,49,48,57,52,57,49,54,59,41,59,51,49,47,45,50,50,54,52,46,57,60,60,41,55,48,47,54,54,50,58,59,42,50,49,60,50,41,57,42,48,53,49,51,43,57,48,49,41,53,43,56,55,54,60,51,45,51,50,55,49,51,41,59,60,47,56,48,42,51,51,45,49,47,47,54,48,57,45,54,44,47,53,49,51,53,55,60,42,60,46,55,60,50,55,54,53,50,51,60,60,45,52,50,49,43,48,BF,0.335611111,0.037647893,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
53,56,55,44,50,59,41,60,53,55,57,45,48,59,50,56,49,54,56,40,42,45,55,47,53,48,56,50,41,60,45,57,56,41,50,48,47,53,54,55,56,40,41,40,50,49,45,55,45,50,53,41,60,56,45,45,56,53,52,41,55,60,46,53,43,48,53,56,41,59,49,44,49,42,50,52,48,48,56,59,50,56,46,49,41,50,58,45,44,42,56,60,50,47,53,44,53,60,45,56,53,50,60,56,40,43,41,45,53,60,48,42,50,56,55,55,57,44,40,41,BF,0.334055556,0.036059872,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
48,57,52,53,53,50,56,54,59,56,49,51,57,45,51,40,51,45,47,48,56,43,57,44,51,56,56,53,59,59,49,48,57,57,47,41,47,55,42,46,51,48,55,59,51,50,60,54,51,43,50,54,57,44,52,50,60,54,54,40,42,53,52,47,40,59,55,47,52,54,49,51,51,40,52,58,52,54,40,52,57,53,50,53,40,56,55,41,48,41,54,54,54,54,42,45,44,48,51,45,51,41,47,54,54,56,54,45,46,54,44,48,44,52,48,44,42,48,54,48,BF,0.334666667,0.037559539,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0
55,53,42,60,42,54,54,52,42,48,57,45,60,48,45,41,60,52,53,48,42,56,52,54,50,59,57,45,49,47,47,56,55,53,51,52,53,46,48,47,58,51,54,49,41,53,52,53,43,59,46,49,42,45,59,47,42,52,60,45,51,45,45,53,44,49,51,59,41,54,51,55,45,49,52,46,49,53,52,52,56,55,52,51,42,40,57,44,58,51,42,43,49,41,60,56,45,48,52,52,60,53,51,57,54,42,53,53,56,54,41,43,46,52,45,44,52,53,56,60,BF,0.333333333,0.03582299,0.346666667,0.4,0.266666667,1.5,0,0.433333333,0.566666667,0
55,59,58,44,52,51,47,53,50,51,58,41,58,47,50,48,44,60,53,52,52,54,58,50,54,46,53,52,51,47,53,57,58,51,49,50,51,55,55,42,52,42,57,40,43,51,49,50,59,59,58,49,54,56,58,40,41,51,49,57,60,41,46,45,44,54,44,41,52,40,60,50,44,53,56,48,52,41,40,44,50,45,48,59,57,44,48,51,51,56,47,46,51,57,54,49,49,57,43,57,44,42,48,51,49,51,58,52,40,42,50,48,49,53,59,47,43,50,51,49,BF,0.339777778,0.039359326,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
47,60,55,49,60,49,54,51,45,46,42,51,55,41,51,54,52,44,45,56,50,54,53,46,57,44,60,46,49,60,47,58,55,51,41,56,45,52,44,44,47,59,48,58,42,44,58,49,45,53,54,52,42,55,59,49,54,51,51,56,58,42,43,51,41,54,54,46,43,55,51,41,57,40,56,49,54,40,49,45,60,49,54,56,47,50,42,42,52,54,55,53,54,44,47,54,42,54,60,54,58,49,44,47,52,45,42,51,51,54,56,52,42,45,48,51,60,51,47,60,BF,0.336222222,0.037009937,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
53,49,54,54,53,42,56,53,48,56,41,41,42,50,59,58,47,54,45,44,51,45,58,51,57,50,51,50,47,49,56,49,59,42,52,51,55,47,54,55,49,51,44,46,49,50,47,59,54,54,49,56,58,52,51,53,54,51,40,53,42,42,54,48,44,60,46,56,50,48,58,50,56,59,58,52,45,58,45,59,60,54,52,40,43,47,59,56,46,54,51,42,48,44,45,44,54,49,41,53,55,58,50,49,42,44,52,47,42,52,49,44,44,54,45,47,60,44,58,60,BF,0.335944444,0.036884212,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
55,51,48,47,55,54,55,52,41,45,44,53,60,48,41,48,43,59,57,45,52,48,46,52,47,50,53,43,60,57,47,53,50,58,42,59,45,59,50,50,50,60,60,53,46,53,53,57,44,54,40,41,51,50,45,53,53,45,47,58,58,44,48,48,58,60,60,59,45,44,51,58,46,58,41,52,48,60,57,48,44,60,48,55,54,50,40,40,55,52,58,54,55,42,42,45,48,59,45,60,41,51,59,48,60,44,55,40,48,41,50,55,60,60,60,43,45,43,60,46,BF,0.338888889,0.038480313,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
60,45,60,58,53,43,55,60,60,47,49,58,54,48,53,42,49,48,58,44,49,56,47,54,53,54,54,42,49,50,43,47,51,48,60,48,54,51,48,58,59,42,44,43,41,47,54,53,48,55,50,52,48,47,43,55,50,52,55,60,48,45,51,42,58,55,48,41,55,50,53,56,58,52,41,43,48,55,57,47,45,48,47,58,46,40,54,51,45,46,59,48,55,43,51,55,44,46,54,54,50,53,50,57,55,55,40,60,60,42,50,49,43,45,49,60,47,60,58,51,BF,0.335611111,0.036886237,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
59,59,49,51,55,53,50,50,60,45,59,51,55,54,44,40,42,46,47,53,49,45,53,52,55,49,58,56,53,49,58,56,54,60,41,40,45,43,54,52,46,45,56,55,48,55,44,60,40,46,49,48,44,53,59,46,55,53,51,42,51,43,53,48,54,45,52,55,42,43,43,59,44,50,58,52,51,59,59,55,55,52,40,47,42,55,55,49,43,52,55,58,50,52,52,53,50,43,46,47,51,47,46,49,52,53,50,50,42,50,51,55,51,45,58,59,41,44,50,59,BF,0.336666667,0.038126038,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
47,58,53,57,56,51,49,57,40,45,51,44,58,60,60,48,60,55,51,41,53,42,51,43,60,44,44,45,48,49,45,53,58,48,53,55,57,47,44,52,42,54,44,59,47,51,59,46,49,60,47,52,51,56,40,47,53,52,52,54,45,47,52,44,44,42,59,56,44,54,47,52,48,44,41,59,48,49,53,44,56,52,52,52,54,54,46,51,57,45,50,52,44,52,53,47,43,41,53,53,56,60,60,54,52,41,45,50,60,53,49,60,59,49,49,41,42,44,49,52,BF,0.335444444,0.036514667,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
49,57,59,48,47,43,50,51,47,46,58,57,50,56,53,44,53,59,49,57,51,56,43,44,53,52,41,42,45,53,56,50,60,56,40,47,47,53,51,41,52,55,56,47,53,55,46,47,55,42,43,50,52,45,40,58,59,49,56,42,48,57,46,51,42,58,50,59,48,53,56,58,43,45,53,47,54,60,48,43,49,54,60,47,43,52,52,41,49,54,56,46,48,47,47,42,52,52,47,60,52,57,42,56,41,48,50,46,46,50,43,50,46,53,47,51,51,59,48,50,BF,0.333222222,0.034223229,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
53,57,53,50,40,47,53,51,53,60,54,47,54,54,42,56,46,49,50,44,49,60,57,41,44,49,46,59,45,56,54,51,56,58,52,48,60,54,54,54,40,53,42,47,58,57,45,51,51,59,56,49,52,54,47,60,55,43,43,40,46,42,52,49,57,59,43,51,57,50,57,46,54,43,54,49,53,51,54,40,48,40,42,42,51,51,45,50,48,60,56,54,40,48,53,51,53,49,40,41,46,47,49,45,54,44,47,49,59,46,57,53,57,47,48,42,50,60,52,57,BF,0.338111111,0.03757528,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
55,49,59,48,55,51,60,44,46,49,58,52,48,52,50,50,40,43,55,57,59,53,55,46,58,50,46,45,60,53,53,48,45,60,41,57,40,50,47,44,59,54,53,43,55,50,60,49,51,45,44,52,56,49,42,47,51,54,41,49,57,45,40,44,55,51,51,44,55,59,50,51,58,55,41,53,47,53,42,59,45,50,48,44,47,53,41,50,54,51,51,43,56,54,53,60,49,50,58,54,43,53,41,52,45,53,42,47,56,55,53,50,42,45,43,49,43,47,51,44,BF,0.339666667,0.03883312,0.34,0.4,0.266666667,1.5,0,0.466666667,0.533333333,0
51,54,51,45,55,52,44,49,56,50,57,50,49,46,43,51,53,44,54,40,56,46,56,48,48,46,59,56,49,59,48,43,57,49,42,49,50,45,44,59,45,46,56,46,51,55,59,49,42,55,54,49,41,54,55,49,44,56,51,49,47,51,52,50,50,46,51,54,52,57,45,41,58,49,50,58,48,49,42,58,59,51,51,40,43,49,48,50,45,53,43,52,46,60,46,55,49,58,49,43,52,44,49,49,48,56,53,55,58,58,57,54,42,43,50,49,59,46,51,60,BF,0.337888889,0.036041094,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
55,47,56,52,53,51,58,52,56,51,56,48,47,42,43,53,46,53,51,47,56,51,43,40,52,51,47,58,49,49,41,51,51,59,47,52,51,51,55,44,45,60,56,44,52,53,57,56,40,47,47,50,40,58,57,42,45,44,53,42,49,44,53,60,48,49,48,53,48,58,47,60,58,58,48,53,50,53,42,53,56,51,52,58,60,55,53,41,60,42,60,47,50,43,49,47,47,53,60,60,60,60,51,54,55,52,58,44,48,50,44,45,51,49,50,52,60,43,60,48,BF,0.335277778,0.032835451,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
51,54,58,48,51,57,59,44,59,57,49,53,44,54,54,56,45,54,54,53,57,53,48,40,58,43,55,49,42,42,44,47,59,60,47,53,53,47,49,43,54,59,40,44,51,53,53,40,59,44,50,50,56,58,49,50,58,46,54,50,49,44,43,53,49,56,48,49,41,52,45,54,49,42,52,49,60,44,57,51,58,45,53,51,54,47,52,46,44,41,51,57,58,43,55,55,58,42,51,50,41,49,53,40,53,47,53,59,42,45,44,51,57,59,42,46,47,60,44,60,BF,0.336222222,0.03624518,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
58,52,48,56,40,52,46,52,60,60,46,54,49,60,57,50,56,54,52,51,44,56,50,56,48,54,47,54,44,52,43,44,55,55,52,40,48,57,49,41,44,57,49,44,45,56,58,48,48,55,48,44,56,56,54,46,51,40,58,56,54,60,41,47,44,54,49,54,40,51,46,47,45,50,56,58,49,49,52,43,49,51,45,56,45,52,48,42,52,50,46,48,58,56,44,47,48,45,58,54,51,56,47,45,52,53,44,47,45,54,56,40,45,58,47,51,43,60,56,60,BF,0.342888889,0.03818216,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
55,48,47,51,55,48,49,53,58,52,56,40,44,43,58,51,47,50,60,60,47,56,47,54,56,43,52,49,45,49,48,40,55,48,47,40,59,43,60,47,49,51,59,59,40,41,50,56,52,51,56,58,41,49,53,56,41,60,43,49,51,51,53,55,48,44,56,59,50,45,51,42,51,48,55,42,46,55,59,45,55,40,46,48,48,47,60,60,45,41,56,45,53,53,48,41,57,50,56,49,43,42,53,51,56,57,53,60,49,49,40,41,51,41,43,50,43,58,45,47,BF,0.331833333,0.036855511,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
47,46,57,52,52,55,53,48,42,46,50,52,50,58,54,52,42,44,42,52,55,52,53,60,47,51,57,60,45,60,60,60,56,50,46,59,55,54,60,60,45,52,46,60,41,52,46,55,44,52,49,47,54,50,56,57,52,48,41,60,56,43,52,47,59,56,54,60,44,47,49,50,40,60,51,44,44,42,49,52,52,51,52,51,60,53,50,54,52,42,41,42,43,46,50,57,57,49,51,43,52,47,44,43,54,50,47,47,50,54,59,47,60,60,49,44,44,46,52,49,BF,0.3385,0.03842329,0.34,0.4,0.266666667,1.5,0,0.433333333,0.566666667,0
58,50,52,42,42,56,44,56,50,51,55,59,44,45,46,43,48,58,57,46,55,50,52,56,56,50,44,59,47,51,55,52,50,48,45,57,52,46,43,49,57,53,48,50,49,40,60,56,42,53,47,49,51,41,50,46,48,44,60,40,56,45,56,54,56,46,58,60,55,48,51,45,40,53,47,44,50,60,50,49,53,48,60,45,40,53,56,54,50,49,59,47,54,51,55,41,44,49,50,50,50,42,46,45,53,53,58,50,53,56,58,55,41,60,45,45,52,49,49,42,BF,0.335611111,0.037088189,0.33,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
51,56,55,54,60,50,54,50,54,55,52,47,51,53,51,60,41,59,52,57,43,56,49,45,46,41,47,49,54,40,58,52,53,56,54,46,42,40,54,42,59,50,41,58,41,52,55,51,42,55,53,43,50,47,49,56,53,59,44,40,51,47,60,58,50,48,44,58,50,51,43,49,55,40,46,52,56,50,58,51,42,49,45,54,60,47,45,60,51,53,46,45,52,58,51,40,59,40,52,49,51,43,42,49,50,49,46,50,54,60,43,50,51,42,49,54,47,51,45,59,BF,0.335333333,0.036016388,0.34,0.4,0.266666667,1.5,0,0.475,0.525,0
46,45,59,53,51,48,50,52,60,49,53,50,47,41,50,48,60,46,52,49,53,41,46,51,49,60,47,55,48,55,41,47,57,48,40,53,41,55,59,54,44,59,49,47,42,51,51,52,52,53,46,53,57,44,48,53,52,52,53,55,50,59,55,49,49,51,50,49,54,60,60,55,47,53,42,47,54,56,42,49,52,41,51,46,53,57,53,40,60,60,54,52,51,52,50,57,55,53,42,60,59,42,43,60,60,52,55,55,43,53,44,48,42,50,60,52,46,60,47,46,BF,0.336388889,0.036829492,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
40,50,60,51,56,52,57,55,52,52,51,50,50,52,52,46,47,41,50,46,54,58,51,43,60,60,43,50,41,49,58,43,57,51,42,59,48,56,54,52,52,45,45,60,57,46,40,49,47,58,60,60,53,57,58,47,40,43,52,43,57,41,45,45,47,60,58,52,45,45,60,57,51,51,55,43,60,48,42,55,54,52,52,50,40,60,53,52,42,53,54,40,46,51,45,44,60,49,56,48,56,48,52,54,51,58,52,41,60,43,60,46,40,45,45,50,60,60,60,60,BF,0.342111111,0.036061814,0.34,0.4,0.266666667,1.5,0,0.425,0.575,0
50,58,58,50,56,50,42,57,53,47,56,52,51,58,47,57,47,54,40,50,42,54,54,42,49,46,52,49,58,45,51,57,55,49,54,56,40,54,44,57,58,46,47,52,50,55,48,56,56,53,54,56,59,48,46,48,50,40,52,46,58,50,45,47,46,52,43,55,52,57,44,54,40,56,49,55,50,45,41,52,55,57,50,42,54,50,46,59,49,56,48,51,49,46,42,60,50,45,50,43,53,55,48,43,45,50,50,43,50,54,47,40,49,56,47,57,51,47,43,56,BF,0.337555556,0.036657074,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
48,57,56,56,52,57,47,46,57,41,60,45,43,46,49,52,58,49,46,57,52,41,50,55,49,60,58,41,46,52,53,56,60,47,54,54,48,58,41,42,44,57,58,54,49,45,50,54,43,53,40,47,52,53,46,56,59,48,43,45,58,50,56,44,50,48,58,57,53,47,42,40,55,48,44,51,57,51,42,53,46,60,48,51,59,49,54,48,52,42,40,50,56,52,53,54,41,48,42,56,59,47,47,52,57,56,49,41,53,45,46,51,43,44,55,46,49,46,52,45,BF,0.336055556,0.036489215,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
